MatchID,PeriodID,ID,EventType,Hashtags Count,Exclamation_Count,TweetLength,TweetCount_PerPeriod,Team_Score,Previous1_TweetFreq,Previous2_TweetFreq,Previous3_TweetFreq,Previous4_TweetFreq,Previous5_TweetFreq,TopTFIDFWordCount
0,0,0_0,0.0,1.475609756097561,0.17073170731707318,55.8780487804878,82.0,40.0,0.0,0.0,0.0,0.0,0.0,1.3414634146341464
0,1,0_1,0.0,1.3380281690140845,0.29577464788732394,49.563380281690144,71.0,40.0,82.0,0.0,0.0,0.0,0.0,1.0985915492957747
0,2,0_2,0.0,1.5783132530120483,0.25301204819277107,51.98795180722892,83.0,40.0,71.0,82.0,0.0,0.0,0.0,0.9879518072289156
0,3,0_3,0.0,1.40625,0.3229166666666667,46.572916666666664,96.0,40.0,83.0,71.0,82.0,0.0,0.0,0.9791666666666666
0,4,0_4,0.0,0.8111888111888111,0.2517482517482518,42.79020979020979,143.0,40.0,96.0,83.0,71.0,82.0,0.0,0.8881118881118881
0,5,0_5,0.0,1.5826771653543308,0.5511811023622047,53.22834645669291,127.0,40.0,143.0,96.0,83.0,71.0,82.0,1.141732283464567
0,6,0_6,0.0,1.1610169491525424,0.3474576271186441,51.09322033898305,118.0,40.0,127.0,143.0,96.0,83.0,71.0,1.3559322033898304
0,7,0_7,0.0,1.3974358974358974,0.47435897435897434,53.76923076923077,156.0,40.0,118.0,127.0,143.0,96.0,83.0,1.3974358974358974
0,8,0_8,0.0,1.096774193548387,0.2903225806451613,58.29677419354839,155.0,40.0,156.0,118.0,127.0,143.0,96.0,0.9225806451612903
0,9,0_9,1.0,1.3714285714285714,0.45,53.035714285714285,140.0,40.0,155.0,156.0,118.0,127.0,143.0,1.3285714285714285
0,10,0_10,1.0,1.8669354838709677,0.36693548387096775,50.814516129032256,248.0,40.0,140.0,155.0,156.0,118.0,127.0,1.2459677419354838
0,11,0_11,1.0,1.5195530726256983,0.3128491620111732,51.43016759776536,179.0,40.0,248.0,140.0,155.0,156.0,118.0,1.1843575418994414
0,12,0_12,0.0,1.4883720930232558,0.47674418604651164,45.45348837209303,172.0,40.0,179.0,248.0,140.0,155.0,156.0,1.052325581395349
0,13,0_13,0.0,1.2269503546099292,0.3333333333333333,47.05673758865248,141.0,40.0,172.0,179.0,248.0,140.0,155.0,1.1205673758865249
0,14,0_14,0.0,1.7847222222222223,0.4791666666666667,49.083333333333336,144.0,40.0,141.0,172.0,179.0,248.0,140.0,1.0277777777777777
0,15,0_15,0.0,1.8407079646017699,0.34513274336283184,55.86725663716814,113.0,40.0,144.0,141.0,172.0,179.0,248.0,1.2654867256637168
0,16,0_16,1.0,1.244360902255639,0.5714285714285714,41.8421052631579,266.0,40.0,113.0,144.0,141.0,172.0,179.0,1.0225563909774436
0,17,0_17,1.0,1.3741935483870968,0.5290322580645161,48.39677419354839,310.0,40.0,266.0,113.0,144.0,141.0,172.0,1.0193548387096774
0,18,0_18,1.0,1.364,0.456,47.176,250.0,40.0,310.0,266.0,113.0,144.0,141.0,1.164
0,19,0_19,1.0,1.5260663507109005,0.3791469194312796,49.687203791469194,211.0,40.0,250.0,310.0,266.0,113.0,144.0,1.113744075829384
0,20,0_20,1.0,1.5416666666666667,0.3680555555555556,51.90277777777778,144.0,40.0,211.0,250.0,310.0,266.0,113.0,1.2638888888888888
0,21,0_21,1.0,1.213740458015267,0.2366412213740458,48.961832061068705,131.0,40.0,144.0,211.0,250.0,310.0,266.0,1.2442748091603053
0,22,0_22,1.0,1.553191489361702,0.3333333333333333,51.4468085106383,141.0,40.0,131.0,144.0,211.0,250.0,310.0,1.4397163120567376
0,23,0_23,1.0,1.394736842105263,0.2807017543859649,51.12280701754386,114.0,40.0,141.0,131.0,144.0,211.0,250.0,1.4649122807017543
0,24,0_24,1.0,1.3863636363636365,0.4659090909090909,49.95454545454545,88.0,40.0,114.0,141.0,131.0,144.0,211.0,1.3181818181818181
0,25,0_25,1.0,1.3131313131313131,0.1919191919191919,54.484848484848484,99.0,40.0,88.0,114.0,141.0,131.0,144.0,1.0707070707070707
0,26,0_26,0.0,1.0333333333333334,0.14444444444444443,58.82222222222222,90.0,40.0,99.0,88.0,114.0,141.0,131.0,1.8
0,27,0_27,0.0,1.9411764705882353,0.27058823529411763,53.67058823529412,85.0,40.0,90.0,99.0,88.0,114.0,141.0,1.3764705882352941
0,28,0_28,0.0,1.2289156626506024,0.1566265060240964,55.1566265060241,83.0,40.0,85.0,90.0,99.0,88.0,114.0,1.3614457831325302
0,29,0_29,0.0,0.9473684210526315,0.24561403508771928,47.80701754385965,57.0,40.0,83.0,85.0,90.0,99.0,88.0,1.1929824561403508
0,30,0_30,0.0,1.2207792207792207,0.2727272727272727,54.701298701298704,77.0,40.0,57.0,83.0,85.0,90.0,99.0,1.4935064935064934
0,31,0_31,1.0,0.9710144927536232,0.11594202898550725,48.47826086956522,69.0,40.0,77.0,57.0,83.0,85.0,90.0,1.3478260869565217
0,32,0_32,0.0,0.9830508474576272,0.3220338983050847,53.32203389830509,59.0,40.0,69.0,77.0,57.0,83.0,85.0,1.1355932203389831
0,33,0_33,0.0,1.127659574468085,0.2872340425531915,55.3936170212766,94.0,40.0,59.0,69.0,77.0,57.0,83.0,1.351063829787234
0,34,0_34,1.0,0.9493670886075949,0.11392405063291139,55.30379746835443,79.0,40.0,94.0,59.0,69.0,77.0,57.0,1.3037974683544304
0,35,0_35,1.0,1.1095890410958904,0.273972602739726,56.50684931506849,73.0,40.0,79.0,94.0,59.0,69.0,77.0,1.2465753424657535
0,36,0_36,0.0,0.84,0.19,59.01,100.0,40.0,73.0,79.0,94.0,59.0,69.0,1.5
0,37,0_37,0.0,1.1,0.15714285714285714,48.34285714285714,70.0,40.0,100.0,73.0,79.0,94.0,59.0,1.1857142857142857
0,38,0_38,0.0,0.72,0.32,50.88,50.0,40.0,70.0,100.0,73.0,79.0,94.0,1.02
0,39,0_39,0.0,0.9841269841269841,0.23809523809523808,55.23809523809524,63.0,40.0,50.0,70.0,100.0,73.0,79.0,1.253968253968254
0,40,0_40,0.0,1.6875,0.296875,54.5,64.0,40.0,63.0,50.0,70.0,100.0,73.0,1.3125
0,41,0_41,1.0,1.0953846153846154,0.3723076923076923,39.43692307692308,325.0,40.0,64.0,63.0,50.0,70.0,100.0,0.9507692307692308
0,42,0_42,1.0,1.3192612137203166,0.44854881266490765,44.857519788918204,379.0,40.0,325.0,64.0,63.0,50.0,70.0,1.0474934036939314
0,43,0_43,1.0,1.2407407407407407,0.3592592592592593,47.53703703703704,270.0,40.0,379.0,325.0,64.0,63.0,50.0,1.114814814814815
0,44,0_44,1.0,1.385321100917431,0.463302752293578,51.54128440366973,218.0,40.0,270.0,379.0,325.0,64.0,63.0,1.5
0,45,0_45,1.0,1.0706521739130435,0.29347826086956524,48.17934782608695,184.0,40.0,218.0,270.0,379.0,325.0,64.0,1.25
0,46,0_46,1.0,1.1366906474820144,0.28776978417266186,51.30935251798561,139.0,40.0,184.0,218.0,270.0,379.0,325.0,1.3741007194244603
0,47,0_47,1.0,0.957983193277311,0.36134453781512604,48.857142857142854,119.0,40.0,139.0,184.0,218.0,270.0,379.0,1.3361344537815125
0,48,0_48,1.0,0.7904761904761904,0.3333333333333333,50.857142857142854,105.0,40.0,119.0,139.0,184.0,218.0,270.0,1.2190476190476192
0,49,0_49,1.0,1.4661016949152543,0.1694915254237288,54.0,118.0,40.0,105.0,119.0,139.0,184.0,218.0,1.0169491525423728
0,50,0_50,1.0,1.2421875,0.2109375,52.3671875,128.0,40.0,118.0,105.0,119.0,139.0,184.0,1.1015625
0,51,0_51,0.0,1.0888888888888888,0.14444444444444443,53.41111111111111,90.0,40.0,128.0,118.0,105.0,119.0,139.0,1.2555555555555555
